"Code_geographique","Libelle_geographique","Salaire_net_horaire_moyen_en_2014_euro"
50532,"Saint-Pair-sur-Mer","14,3"
50551,"Saint-Sauveur-le-Vicomte","11,8"
50601,"Torigni-sur-Vire","11,9"
50602,"Tourlaville","13,2"
50611,"Urville-Nacqueville","16,6"
50615,"Valognes","13,1"
50639,"Villedieu-les-Poêles","11,0"
51030,"Ay","12,9"
51055,"Bétheny","14,5"
51108,"Châlons-en-Champagne","12,3"
51172,"Cormontreuil","15,0"
51193,"Courtisols","14,2"
51217,"Dormans","12,8"
51230,"Épernay","13,0"
51242,"Fagnières","13,0"
51248,"Fère-Champenoise","12,2"
51250,"Fismes","11,9"
51380,"Montmirail","12,0"
51388,"Mourmelon-le-Grand","11,6"
51391,"Muizon","15,6"
51423,"Pargny-sur-Saulx","11,5"
51454,"Reims","13,3"
51474,"Saint-Brice-Courcelles","13,7"
51506,"Saint-Memmie","12,6"
51507,"Sainte-Menehould","11,6"
51525,"Sarry","15,5"
51535,"Sézanne","12,7"
51559,"Suippes","11,2"
51562,"Taissy","16,9"
51573,"Tinqueux","14,2"
51612,"Vertus","13,1"
51649,"Vitry-le-François","11,5"
51660,"Warmeriville","13,9"
51662,"Witry-lès-Reims","14,3"
52060,"Bourbonne-les-Bains","12,1"
52093,"Chalindrey","11,8"
52121,"Chaumont","12,4"
52182,"Éclaron-Braucourt-Sainte-Livière","12,2"
52250,"Joinville","12,2"
52269,"Langres","12,3"
52331,"Montier-en-Der","11,3"
52353,"Nogent","12,1"
52448,"Saint-Dizier","11,8"
52550,"Wassy","11,8"
53003,"Ambrières-les-Vallées","11,6"
53005,"Andouillé","12,2"
53007,"Argentré","12,3"
53014,"Azé","12,1"
53034,"Bonchamp-lès-Laval","14,1"
53054,"Changé","14,9"
53062,"Château-Gontier","12,3"
53077,"Cossé-le-Vivien","11,5"
53084,"Craon","12,1"
53094,"Entrammes","12,3"
53096,"Ernée","11,3"
53097,"Évron","11,7"
53103,"Le Genest-Saint-Isle","12,6"
53107,"Gorron","10,9"
53119,"L'Huisserie","13,4"
53127,"Lassay-les-Châteaux","12,0"
53130,"Laval","13,0"
53140,"Louverné","12,7"
53147,"Mayenne","12,3"
53152,"Meslay-du-Maine","11,8"
53161,"Montsûrs","11,8"
53186,"Quelaines-Saint-Gault","11,2"
53188,"Renazé","11,1"
53201,"Saint-Berthevin","13,2"
53247,"Saint-Pierre-la-Cour","12,0"
53271,"Villaines-la-Juhel","11,3"
54028,"Auboué","12,0"
54029,"Audun-le-Roman","13,0"
54039,"Baccarat","12,6"
54076,"Blainville-sur-l'Eau","12,7"
54079,"Blénod-lès-Pont-à-Mousson","12,9"
54090,"Bouxières-aux-Dames","13,8"
54099,"Briey","12,8"
54111,"Chaligny","13,4"
54115,"Champigneulles","13,0"
54116,"Chanteheux","13,2"
54136,"Conflans-en-Jarnisy","12,7"
54138,"Cosnes-et-Romain","15,2"
54150,"Custines","13,0"
54152,"Damelevières","12,9"
54157,"Dieulouard","12,6"
54159,"Dombasle-sur-Meurthe","12,9"
54167,"Dommartin-lès-Toul","13,1"
54174,"Écrouves","12,5"
54184,"Essey-lès-Nancy","13,3"
54197,"Fléville-devant-Nancy","16,5"
54205,"Foug","11,9"
54215,"Frouard","12,5"
54232,"Gondreville","14,8"
54254,"Haucourt-Moulaine","12,0"
54257,"Heillecourt","15,7"
54261,"Herserange","11,3"
54263,"Homécourt","11,8"
54265,"Houdemont","16,7"
54270,"Hussigny-Godbrange","12,6"
54273,"Jarny","12,3"
54274,"Jarville-la-Malgrange","12,4"
54280,"Joeuf","11,8"
54300,"Laneuveville-devant-Nancy","13,8"
54304,"Laxou","14,5"
54305,"Lay-Saint-Christophe","17,7"
54314,"Lexy","13,0"
54318,"Liverdun","13,7"
54321,"Longlaville","11,7"
54322,"Longuyon","11,4"
54323,"Longwy","11,4"
54328,"Ludres","15,3"
54329,"Lunéville","11,8"
54339,"Malzéville","14,1"
54357,"Maxéville","11,9"
54367,"Mexy","13,4"
54382,"Mont-Saint-Martin","11,3"
54395,"Nancy","14,1"
54397,"Neuves-Maisons","12,4"
54415,"Pagny-sur-Moselle","13,1"
54430,"Pompey","11,9"
54431,"Pont-à-Mousson","13,1"
54439,"Pulnoy","14,3"
54451,"Réhon","11,9"
54459,"Richardménil","15,2"
54462,"Rosières-aux-Salines","13,2"
54482,"Saint-Max","13,6"
54483,"Saint-Nicolas-de-Port","12,8"
54495,"Saulxures-lès-Nancy","14,9"
54498,"Seichamps","13,7"
54526,"Tomblaine","12,8"
54528,"Toul","12,0"
54533,"Trieux","12,5"
54536,"Tucquegnieux","12,6"
54542,"Valleroy","13,4"
54547,"Vandoeuvre-lès-Nancy","12,5"
54549,"Varangéville","12,3"
54578,"Villers-lès-Nancy","15,7"
54580,"Villerupt","11,6"
55010,"Ancerville","12,5"
55029,"Bar-le-Duc","12,3"
55043,"Belleville-sur-Meuse","12,0"
55063,"Bouligny","11,6"
55122,"Commercy","11,8"
55181,"Étain","11,3"
55186,"Fains-Véel","13,5"
55291,"Ligny-en-Barrois","12,3"
55351,"Montmédy","11,6"
55427,"Revigny-sur-Ornain","11,9"
55463,"Saint-Mihiel","12,9"
55502,"Stenay","11,9"
55505,"Thierville-sur-Meuse","12,1"
55533,"Vaucouleurs","11,8"
55545,"Verdun","12,1"
56001,"Allaire","12,2"
56003,"Arradon","16,4"
56005,"Arzon","12,4"
56007,"Auray","12,2"
56008,"Baden","15,8"
56010,"Baud","11,8"
56013,"Belz","12,3"
56017,"Bignan","11,3"
56023,"Brech","12,9"
56024,"Bréhan","12,2"
56031,"Camors","11,9"
56033,"Carentoir","11,4"
56034,"Carnac","13,0"
56036,"Caudan","12,9"
56040,"Cléguer","12,1"
56041,"Cléguérec","11,8"
56042,"Colpo","12,1"
56046,"Crach","13,0"
56053,"Elven","12,2"
56054,"Erdeven","12,3"
56055,"Étel","13,2"
56057,"Le Faouët","11,6"
56058,"Férel","12,4"
56061,"La Gacilly","11,8"
56063,"Gestel","13,2"
56066,"Gourin","11,2"
56067,"Grand-Champ","12,2"
56069,"Groix","11,5"
56070,"Guégon","11,7"
56075,"Guer","12,2"
56078,"Guidel","14,8"
56081,"Guiscriff","11,1"
56083,"Hennebont","12,4"
56089,"Inguiniel","11,2"
56090,"Inzinzac-Lochrist","11,9"
56091,"Josselin","11,6"
56094,"Kervignac","13,0"
56096,"Landaul","12,3"
56097,"Landévant","12,0"
56098,"Lanester","11,8"
56101,"Languidic","11,8"
56107,"Larmor-Plage","19,4"
56117,"Locminé","11,6"
56118,"Locmiquélic","12,7"
56119,"Locoal-Mendon","12,3"
56121,"Lorient","12,4"
56123,"Malansac","11,4"
56124,"Malestroit","12,7"
56126,"Marzan","12,0"
56127,"Mauron","11,3"
56130,"Merlevenez","11,9"
56132,"Meucon","12,7"
56137,"Monterblanc","12,4"
56140,"Moréac","11,4"
56143,"Muzillac","12,3"
56147,"Nivillac","12,3"
56149,"Noyal-Muzillac","11,1"
56151,"Noyal-Pontivy","12,3"
56152,"Le Palais","11,0"
56153,"Péaule","11,6"
56158,"Plescop","12,7"
56161,"Ploemel","12,4"
56162,"Ploemeur","15,0"
56164,"Ploeren","13,8"
56165,"Ploërmel","12,3"
56166,"Plouay","11,9"
56167,"Plougoumelen","14,3"
56168,"Plouharnel","12,2"
56169,"Plouhinec","12,9"
56172,"Plumelec","11,2"
56173,"Pluméliau","11,8"
56174,"Plumelin","11,8"
56175,"Plumergat","12,3"
56176,"Pluneret","12,7"
56177,"Pluvigner","11,9"
56178,"Pontivy","12,3"
56179,"Pont-Scorff","12,8"
56181,"Port-Louis","13,0"
56184,"Questembert","11,9"
56185,"Quéven","12,7"
56186,"Quiberon","11,4"
56193,"Riantec","12,4"
56194,"Rieux","11,7"
56206,"Saint-Avé","13,4"
56212,"Saint-Dolay","11,9"
56222,"Saint-Jean-Brévelay","11,2"
56231,"Saint-Nolff","13,2"
56234,"Saint-Pierre-Quiberon","12,1"
56240,"Sarzeau","12,7"
56243,"Séné","13,7"
56244,"Sérent","11,4"
56246,"Le Sourn","12,0"
56247,"Sulniac","12,0"
56248,"Surzur","13,3"
56249,"Taupont","12,1"
56251,"Theix","13,3"
56255,"Treffléan","12,4"
56260,"Vannes","13,6"
56262,"Bono","14,1"
56263,"Sainte-Anne-d'Auray","12,9"
57012,"Algrange","11,7"
57013,"Alsting","13,3"
57017,"Amanvillers","13,7"
57019,"Amnéville","12,4"
57032,"Ars-sur-Moselle","12,3"
57038,"Audun-le-Tiche","11,9"
57039,"Augny","14,6"
57049,"Le Ban-Saint-Martin","14,9"
57058,"Behren-lès-Forbach","10,6"
57067,"Bertrange","15,0"
57089,"Bitche","11,5"
57096,"Boulange","12,4"
57097,"Boulay-Moselle","12,3"
57102,"Bousse","14,3"
57106,"Bouzonville","12,4"
57123,"Carling","11,7"
57124,"Cattenom","14,8"
57132,"Château-Salins","11,7"
57134,"Châtel-Saint-Germain","15,2"
57143,"Clouange","12,2"
57144,"Cocheren","11,5"
57153,"Corny-sur-Moselle","15,3"
57155,"Courcelles-Chaussy","13,7"
57159,"Créhange","12,6"
57160,"Creutzwald","12,1"
57163,"Dabo","12,7"
57177,"Dieuze","12,3"
57205,"Falck","12,7"
57206,"Fameck","12,0"
57207,"Farébersviller","10,8"
57209,"Faulquemont","12,2"
57221,"Florange","12,2"
57224,"Folschviller","11,8"
57226,"Fontoy","12,5"
57227,"Forbach","11,8"
57240,"Freyming-Merlebach","11,4"
57242,"Gandrange","12,5"
57260,"Grosbliederstroff","13,5"
57269,"Guénange","12,3"
57283,"Hagondange","12,7"
57287,"Basse-Ham","13,5"
57288,"Ham-sous-Varsberg","12,5"
57289,"Hambach","13,7"
57306,"Hayange","12,1"
57323,"Hettange-Grande","13,9"
57332,"Hombourg-Haut","11,8"
57336,"L'Hôpital","11,5"
57368,"Knutange","11,6"
57370,"Koenigsmacker","13,6"
57412,"Longeville-lès-Metz","14,1"
57413,"Longeville-lès-Saint-Avold","13,8"
57428,"Macheren","14,0"
57433,"Maizières-lès-Metz","12,3"
57441,"Manom","16,4"
57443,"Marange-Silvange","12,8"
57447,"Marly","16,2"
57463,"Metz","13,3"
57474,"Mondelange","12,2"
57480,"Montigny-lès-Metz","13,0"
57481,"Montois-la-Montagne","13,0"
57483,"Morhange","12,2"
57484,"Morsbach","12,2"
57487,"Moulins-lès-Metz","13,6"
57491,"Moyeuvre-Grande","11,8"
57498,"Neufchef","13,6"
57508,"Nilvange","12,1"
57521,"OEting","15,3"
57537,"Petite-Rosselle","12,3"
57540,"Phalsbourg","13,5"
57545,"Plappeville","20,7"
57550,"Porcelette","13,7"
57556,"Puttelange-aux-Lacs","12,3"
57566,"Réding","13,1"
57572,"Rémilly","13,3"
57589,"Rohrbach-lès-Bitche","13,9"
57591,"Rombas","12,1"
57598,"Rouhling","13,2"
57602,"Rurange-lès-Thionville","14,7"
57606,"Saint-Avold","13,2"
57616,"Saint-Julien-lès-Metz","15,8"
57620,"Sainte-Marie-aux-Chênes","13,1"
57628,"Sarralbe","13,4"
57630,"Sarrebourg","12,1"
57631,"Sarreguemines","12,6"
57638,"Schoeneck","12,6"
57642,"Scy-Chazelles","16,1"
57647,"Serémange-Erzange","12,3"
57659,"Spicheren","13,9"
57660,"Stiring-Wendel","11,2"
57663,"Talange","11,7"
57666,"Terville","13,0"
57669,"Théding","12,1"
57672,"Thionville","13,7"
57683,"Uckange","11,7"
57690,"Valmont","13,4"
57724,"Vitry-sur-Orne","12,6"
57751,"Woippy","12,1"
57752,"Woustviller","13,1"
57757,"Yutz","12,7"
58059,"La Charité-sur-Loire","11,9"
58062,"Château-Chinon (Ville)","11,2"
58079,"Clamecy","11,2"
58086,"Cosne-Cours-sur-Loire","12,9"
58088,"Coulanges-lès-Nevers","13,3"
58095,"Decize","11,6"
58117,"Fourchambault","11,4"
58121,"Garchizy","11,6"
58131,"Guérigny","12,0"
58134,"Imphy","12,0"
58151,"La Machine","11,4"
58160,"Marzy","14,5"
58194,"Nevers","12,2"
58214,"Pougues-les-Eaux","13,2"
58238,"Saint-Éloi","13,8"
58250,"Saint-Léger-des-Vignes","11,7"
58264,"Saint-Pierre-le-Moûtier","11,7"
58303,"Varennes-Vauzelles","12,5"
59002,"Abscon","12,0"
59005,"Allennes-les-Marais","14,4"
59008,"Aniche","11,6"
59009,"Villeneuve-d'Ascq","14,8"
59011,"Annoeullin","13,9"
59012,"Anor","11,3"
59014,"Anzin","11,1"
59015,"Arleux","12,7"
59016,"Armbouts-Cappel","14,2"
59017,"Armentières","11,8"
59022,"Attiches","15,9"
59024,"Auberchicourt","12,1"
59028,"Auby","11,7"
59032,"Aulnoy-lez-Valenciennes","12,5"
59033,"Aulnoye-Aymeries","12,0"
59034,"Avelin","17,0"
59035,"Avesnelles","12,3"
59036,"Avesnes-sur-Helpe","11,3"
59037,"Avesnes-les-Aubert","11,6"
59041,"Bachant","11,9"
59043,"Bailleul","13,0"
59044,"Baisieux","15,6"
59051,"La Bassée","12,2"
59052,"Bauvin","12,7"
59053,"Bavay","12,3"
59063,"Beauvois-en-Cambrésis","11,5"
59067,"Bergues","13,8"
59068,"Berlaimont","12,8"
59071,"Bersée","16,8"
59074,"Bertry","11,9"
59079,"Beuvrages","11,4"
59080,"Beuvry-la-Forêt","15,0"
59084,"Blaringhem","12,5"
59086,"Boeschepe","13,4"
59090,"Bondues","22,7"
59092,"Bouchain","12,7"
59094,"Bourbourg","12,6"
59098,"Bousbecque","14,0"
59104,"Boussois","12,2"
59107,"Bray-Dunes","13,8"
59112,"Bruay-sur-l'Escaut","11,6"
59118,"Busigny","12,0"
59122,"Cambrai","12,5"
59124,"Camphin-en-Pévèle","19,5"
59129,"Cappelle-en-Pévèle","16,3"
59131,"Cappelle-la-Grande","12,8"
59135,"Cassel","14,7"
59136,"Le Cateau-Cambrésis","10,8"
59139,"Caudry","11,5"
59143,"La Chapelle-d'Armentières","13,8"
59146,"Chéreng","18,4"
59152,"Comines","13,1"
59153,"Condé-sur-l'Escaut","11,3"
59155,"Coudekerque-Branche","12,6"
59156,"Courchelettes","13,2"
59157,"Cousolre","13,1"
59158,"Coutiches","16,3"
59160,"Crespin","12,1"
59163,"Croix","15,2"
59165,"Cuincy","13,7"
59168,"Cysoing","16,5"
59170,"Dechy","11,5"
59172,"Denain","11,0"
59178,"Douai","12,7"
59179,"Douchy-les-Mines","11,9"
59183,"Dunkerque","13,2"
59193,"Emmerin","14,6"
59197,"Ennevelin","16,8"
59202,"Erquinghem-Lys","12,9"
59205,"Escaudain","11,4"
59206,"Escaudoeuvres","13,0"
59207,"Escautpont","11,3"
59210,"Esquelbecq","13,9"
59212,"Estaires","12,7"
59220,"Faches-Thumesnil","13,9"
59221,"Famars","16,2"
59222,"Faumont","16,0"
59225,"Feignies","12,6"
59227,"Fenain","12,4"
59230,"Ferrière-la-Grande","13,8"
59234,"Flers-en-Escrebieux","12,1"
59239,"Flines-lez-Raches","13,9"
59249,"Fourmies","11,3"
59250,"Fournes-en-Weppes","17,7"
59252,"Frelinghien","14,3"
59253,"Fresnes-sur-Escaut","12,0"
59256,"Fretin","15,4"
59258,"Genech","16,6"
59260,"Ghyvelde","13,8"
59262,"Godewaersvelde","14,1"
59265,"Gommegnies","14,5"
59266,"Gondecourt","15,8"
59268,"La Gorgue","12,6"
59271,"Grande-Synthe","11,9"
59272,"Grand-Fort-Philippe","13,5"
59273,"Gravelines","15,2"
59276,"Guesnain","12,1"
59278,"Hallennes-lez-Haubourdin","13,7"
59279,"Halluin","13,0"
59284,"Hasnon","13,7"
59285,"Haspres","12,2"
59286,"Haubourdin","12,5"
59288,"Haulchin","12,6"
59291,"Hautmont","11,4"
59295,"Hazebrouck","12,4"
59299,"Hem","15,5"
59301,"Hergnies","13,2"
59302,"Hérin","12,2"
59303,"Herlies","15,3"
59309,"Hondschoote","13,0"
59314,"Hornaing","12,5"
59316,"Houplin-Ancoisne","14,9"
59317,"Houplines","12,6"
59319,"Hoymille","14,8"
59322,"Iwuy","11,7"
59324,"Jeumont","12,4"
59327,"Lallaing","12,0"
59328,"Lambersart","17,1"
59329,"Lambres-lez-Douai","13,7"
59330,"Landas","15,0"
59331,"Landrecies","11,4"
59335,"Lecelles","15,0"
59339,"Leers","13,8"
59340,"Leffrinckoucke","14,8"
59343,"Lesquin","14,7"
59344,"Leval","12,2"
59345,"Lewarde","12,6"
59346,"Lezennes","14,5"
59350,"Lille","14,1"
59352,"Linselles","14,7"
59356,"Lompret","20,5"
59357,"La Longueville","13,2"
59359,"Loon-Plage","13,9"
59360,"Loos","12,0"
59365,"Louvroil","11,2"
59367,"Lys-lez-Lannoy","12,9"
59368,"La Madeleine","15,4"
59369,"Maing","13,8"
59375,"Marchiennes","14,4"
59378,"Marcq-en-Baroeul","19,1"
59383,"Marly","13,0"
59385,"Marpent","11,8"
59386,"Marquette-lez-Lille","14,2"
59389,"Masnières","12,2"
59390,"Masny","11,9"
59392,"Maubeuge","12,0"
59398,"Mérignies","25,9"
59400,"Merville","12,5"
59401,"Méteren","13,9"
59409,"Monchecourt","12,4"
59410,"Mons-en-Baroeul","13,0"
59411,"Mons-en-Pévèle","15,9"
59414,"Montigny-en-Ostrevent","12,7"
59416,"Morbecque","14,2"
59421,"Mouvaux","18,3"
59426,"Neuville-en-Ferrain","13,8"
59428,"Neuville-Saint-Rémy","12,1"
59429,"Neuville-sur-Escaut","11,8"
59431,"Nieppe","13,8"
59435,"Nomain","15,4"
59447,"Onnaing","12,4"
59449,"Orchies","13,2"
59452,"Ostricourt","11,9"
59456,"Pecquencourt","12,1"
59457,"Pérenchies","13,4"
59459,"Petite-Forêt","12,2"
59462,"Phalempin","15,4"
59464,"Poix-du-Nord","12,1"
59466,"Pont-à-Marcq","14,7"
59467,"Pont-sur-Sambre","12,5"
59470,"Prémesques","16,8"
59475,"Prouvy","12,4"
59476,"Proville","13,5"
59477,"Provin","13,2"
59479,"Quarouble","12,8"
59481,"Le Quesnoy","12,3"
59482,"Quesnoy-sur-Deûle","14,3"
59484,"Quiévrechain","11,5"
59486,"Râches","13,0"
59488,"Raillencourt-Sainte-Olle","12,2"
59489,"Raimbeaucourt","13,9"
59491,"Raismes","11,7"
59495,"Recquignies","12,0"
59497,"Renescure","12,5"
59499,"Rexpoëde","13,1"
59504,"Roeulx","11,9"
59507,"Ronchin","13,6"
59508,"Roncq","14,7"
59509,"Roost-Warendin","12,7"
59512,"Roubaix","11,7"
59514,"Rousies","13,2"
59523,"Sainghin-en-Mélantois","18,7"
59524,"Sainghin-en-Weppes","14,1"
59525,"Sains-du-Nord","11,4"
59526,"Saint-Amand-les-Eaux","12,8"
59527,"Saint-André-lez-Lille","14,2"
59544,"Saint-Saulve","14,0"
59550,"Salomé","12,9"
59553,"Santes","15,6"
59557,"Saultain","14,3"
59560,"Seclin","13,7"
59564,"La Sentinelle","12,5"
59566,"Sequedin","14,4"
59569,"Sin-le-Noble","12,0"
59571,"Solesmes","11,5"
59574,"Somain","12,0"
59580,"Steenvoorde","13,5"
59581,"Steenwerck","13,0"
59585,"Templemars","14,3"
59586,"Templeuve","15,5"
59588,"Téteghem","15,7"
59589,"Thiant","12,7"
59592,"Thumeries","14,6"
59598,"Toufflers","14,3"
59599,"Tourcoing","12,0"
59601,"Trélon","11,1"
59603,"Trith-Saint-Léger","12,0"
59606,"Valenciennes","13,8"
59611,"Verlinghem","18,4"
59615,"Vieux-Berquin","14,5"
59616,"Vieux-Condé","11,4"
59624,"Villers-Outréaux","11,2"
59630,"Wahagnies","13,1"
59631,"Walincourt-Selvigny","11,7"
59632,"Wallers","12,4"
59636,"Wambrechies","15,9"
59641,"Warhem","14,4"
59646,"Wasquehal","16,6"
59647,"Watten","12,5"
59648,"Wattignies","13,7"
59650,"Wattrelos","11,5"
59653,"Wavrin","14,0"
59654,"Waziers","11,2"
59656,"Wervicq-Sud","14,5"
59659,"Wignehies","11,1"
59660,"Willems","15,2"
59663,"Wormhout","13,8"
60007,"Agnetz","15,2"
60012,"Andeville","13,7"
60029,"Auneuil","12,9"
60041,"Bailleul-sur-Thérain","12,9"
60057,"Beauvais","12,5"
60068,"Béthisy-Saint-Pierre","13,3"
60086,"Boran-sur-Oise","15,2"
60088,"Bornel","13,9"
60102,"Brenouille","14,5"
60103,"Bresles","12,3"
60104,"Breteuil","11,6"
60106,"Breuil-le-Sec","14,0"
60107,"Breuil-le-Vert","14,8"
60116,"Bury","12,8"
60134,"Cauffry","13,5"
60139,"Chambly","14,2"
60141,"Chantilly","17,8"
60142,"La Chapelle-en-Serval","17,5"
60143,"Chaumont-en-Vexin","13,9"
60151,"Choisy-au-Bac","17,0"
60155,"Cires-lès-Mello","12,4"
60156,"Clairoix","14,9"
60157,"Clermont","13,1"
60159,"Compiègne","15,3"
60172,"Coye-la-Forêt","21,0"
60175,"Creil","11,7"
60176,"Crépy-en-Valois","14,1"
60178,"Crèvecoeur-le-Grand","11,8"
60188,"Cuise-la-Motte","13,3"
60223,"Estrées-Saint-Denis","13,5"
60234,"Fitz-James","13,3"
60245,"Formerie","11,5"
60282,"Gouvieux","20,3"
60286,"Grandvilliers","11,9"
60313,"Hermes","12,3"
60325,"Jaux","16,0"
60338,"Lacroix-Saint-Ouen","15,8"
60341,"Lagny-le-Sec","16,7"
60342,"Laigneville","13,6"
60346,"Lamorlaye","22,0"
60360,"Liancourt","12,5"
60368,"Longueil-Annel","13,1"
60374,"Maignelay-Montigny","12,2"
60382,"Margny-lès-Compiègne","14,6"
60395,"Méru","12,9"
60398,"Le Mesnil-en-Thelle","15,2"
60402,"Le Meux","15,5"
60409,"Monchy-Saint-Éloi","14,3"
60414,"Montataire","11,8"
60439,"Mouy","12,1"
60446,"Nanteuil-le-Haudouin","14,4"
60450,"Neuilly-en-Thelle","14,1"
60462,"Noailles","13,2"
60463,"Nogent-sur-Oise","12,6"
60471,"Noyon","12,3"
60482,"Orry-la-Ville","19,6"
60500,"Le Plessis-Belleville","15,0"
60508,"Pontpoint","15,6"
60509,"Pont-Sainte-Maxence","13,4"
60513,"Précy-sur-Oise","17,4"
60524,"Rantigny","12,7"
60537,"Ribécourt-Dreslincourt","13,0"
60575,"Sainte-Geneviève","13,7"
60581,"Saint-Just-en-Chaussée","11,6"
60584,"Saint-Leu-d'Esserent","14,1"
60589,"Saint-Maximin","13,0"
60612,"Senlis","19,1"
60616,"Sérifontaine","12,5"
60636,"Thourotte","13,4"
60647,"Trosly-Breuil","14,2"
60665,"Venette","14,2"
60667,"Verberie","14,1"
60670,"Verneuil-en-Halatte","16,4"
60684,"Villers-Saint-Paul","13,1"
60686,"Villers-sous-Saint-Leu","16,5"
61001,"Alençon","11,8"
61006,"Argentan","11,2"
61007,"Athis-de-l'Orne","12,2"
61117,"Condé-sur-Sarthe","12,7"
61143,"Damigny","13,1"
61145,"Domfront","10,6"
61168,"La Ferté-Macé","11,3"
61169,"Flers","11,9"
61181,"Gacé","11,7"
61214,"L'Aigle","11,7"
61293,"Mortagne-au-Perche","11,7"
61391,"Saint-Georges-des-Groseillers","12,8"
61397,"Saint-Germain-du-Corbéis","12,7"
61464,"Sées","10,8"
61483,"Bagnoles-de-l'Orne","13,8"
61486,"Tinchebray","11,6"
61508,"Vimoutiers","11,2"
62004,"Achicourt","12,5"
62014,"Aire-sur-la-Lys","12,6"
62019,"Aix-Noulette","13,0"
62023,"Allouagne","13,0"
62032,"Angres","12,8"
62033,"Annay","12,5"
62034,"Annequin","12,0"
62035,"Annezin","13,2"
62037,"Anzin-Saint-Aubin","18,8"
62038,"Ardres","13,0"
62040,"Arques","12,0"
62041,"Arras","13,3"
62048,"Auchel","11,4"
62051,"Auchy-les-Mines","12,0"
62057,"Audruicq","13,2"
62060,"Auxi-le-Château","11,2"
62063,"Avesnes-le-Comte","11,1"
62065,"Avion","11,7"
62080,"Bapaume","11,3"
62083,"Barlin","11,5"
62099,"Beaurains","13,0"
62108,"Berck","11,4"
62119,"Béthune","13,0"
62126,"Beuvry","12,5"
62128,"Biache-Saint-Vaast","12,3"
62132,"Billy-Berclau","13,1"
62133,"Billy-Montigny","11,4"
62139,"Blendecques","11,8"
62160,"Boulogne-sur-Mer","11,5"
62170,"Bouvigny-Boyeffles","13,8"
62173,"Brebières","13,1"
62178,"Bruay-la-Buissière","11,4"
62186,"Bully-les-Mines","11,8"
62188,"Burbure","12,0"
62193,"Calais","12,0"
62194,"Calonne-Ricouart","11,5"
62201,"Camiers","11,6"
62215,"Carvin","12,1"
62217,"Cauchy-à-la-Tour","11,8"
62224,"Chocques","12,2"
62235,"Condette","17,7"
62239,"Coquelles","14,4"
62240,"Corbehem","12,5"
62244,"Coulogne","13,0"
62249,"Courcelles-lès-Lens","11,8"
62250,"Courrières","12,2"
62252,"La Couture","14,6"
62261,"Cucq","13,1"
62263,"Dainville","14,1"
62268,"Desvres","11,5"
62270,"Divion","11,4"
62274,"Dourges","12,3"
62276,"Douvrin","12,6"
62277,"Drocourt","11,9"
62288,"Ecques","13,0"
62291,"Éleu-dit-Leauwette","12,3"
62297,"Éperlecques","13,0"
62300,"Équihen-Plage","11,6"
62318,"Étaples","11,2"
62321,"Évin-Malmaison","11,9"
62338,"Fleurbaix","18,4"
62351,"Fouquières-lès-Lens","11,7"
62364,"Fruges","10,5"
62371,"Givenchy-en-Gohelle","14,4"
62376,"Gonnehem","14,6"
62386,"Grenay","10,9"
62397,"Guînes","11,8"
62400,"Haillicourt","11,7"
62401,"Haisnes","12,2"
62413,"Harnes","11,9"
62427,"Hénin-Beaumont","12,1"
62443,"Hersin-Coupigny","12,0"
62447,"Hesdin","11,5"
62454,"Hinges","15,1"
62457,"Houdain","12,0"
62464,"Hulluch","12,5"
62473,"Isbergues","12,3"
62480,"Labourse","12,8"
62489,"Lapugnoy","12,7"
62491,"Laventie","14,4"
62497,"Leforest","12,3"
62498,"Lens","11,8"
62502,"Lestrem","15,2"
62510,"Liévin","11,7"
62516,"Lillers","12,3"
62520,"Locon","15,2"
62523,"Loison-sous-Lens","12,0"
62525,"Longuenesse","12,0"
62528,"Loos-en-Gohelle","12,0"
62534,"Lumbres","12,0"
62548,"Marck","13,5"
62555,"Marles-les-Mines","11,1"
62557,"Maroeuil","15,0"
62560,"Marquise","12,2"
62563,"Mazingarbe","11,3"
62570,"Méricourt","11,9"
62571,"Merlimont","13,1"
62573,"Meurchin","12,6"
62587,"Montigny-en-Gohelle","11,6"
62588,"Montreuil","12,5"
62604,"Neufchâtel-Hardelot","16,8"
62617,"Noeux-les-Mines","11,6"
62624,"Noyelles-Godault","11,6"
62626,"Noyelles-lès-Vermelles","12,6"
62628,"Noyelles-sous-Lens","11,3"
62637,"Oignies","12,0"
62643,"Outreau","11,4"
62645,"Oye-Plage","15,3"
62666,"Pont-à-Vendin","11,7"
62667,"Le Portel","11,0"
62684,"Racquinghem","12,4"
62688,"Rang-du-Fliers","12,4"
62705,"Rety","12,4"
62706,"Richebourg","15,2"
62711,"Rinxent","12,0"
62724,"Rouvroy","11,5"
62735,"Sailly-Labourse","12,3"
62736,"Sailly-sur-la-Lys","14,9"
62737,"Sains-en-Gohelle","11,9"
62744,"Sainte-Catherine","15,8"
62746,"Saint-Étienne-au-Mont","12,2"
62748,"Saint-Folquin","15,4"
62753,"Saint-Laurent-Blangy","12,5"
62755,"Saint-Léonard","12,6"
62757,"Saint-Martin-au-Laërt","12,1"
62758,"Saint-Martin-Boulogne","12,5"
62764,"Saint-Nicolas","12,2"
62765,"Saint-Omer","12,1"
62767,"Saint-Pol-sur-Ternoise","11,4"
62770,"Saint-Venant","13,3"
62771,"Sallaumines","11,1"
62773,"Samer","11,4"
62774,"Sangatte","14,4"
62801,"Souchez","13,8"
